smiles,mu,gap,cv,TPSA
OCC(CN1CC1)C#C,2.2841,0.2863,36.185,23.240000000000002
O=C1C2C3CC1(C#N)C23,5.8608,0.241,26.614,40.86
C1OC2CC1C1OC21,1.1993,0.3322,23.044,21.759999999999998
CCC1CC(C)CC1C,0.1686,0.3701,40.256,0.0
C(C1OCC=C1)N1CC1,1.8949,0.2452,31.495,12.24
CC(=O)C(O)CCC#N,3.9708,0.2387,35.142,61.089999999999996
CNC(=O)C(N)CC#N,4.1262,0.2661,35.2,78.91
OCC1COCC2OC12,1.5476,0.317,31.443,41.99
CC12CC(CO)(O1)C2=O,2.0369,0.2422,32.929,46.53
NC1CC2CNC12C#N,2.8467,0.244,31.383,61.839999999999996
COC(=O)C(N)C#C,1.7226,0.247,31.438,52.32
CNC(=O)NCC(C)O,3.8485,0.2978,39.32,61.36
CC12CCC1(CC=O)O2,3.1885,0.2178,33.668,29.6
O=CC1NC2CC12C#C,3.1811,0.1933,31.528,29.1
OC(C1CC1)C(F)(F)F,2.0144,0.3554,32.309,20.23
OC12CC1(O)C1CCC21,2.202,0.3126,32.744,40.46
CC12CC1N=COC2=O,2.4644,0.241,28.968,38.66
COC(C)C1(C)COC1,2.982,0.3056,38.021,18.46
CC1C=CC(O)CC1=O,3.0687,0.2224,33.47,37.3
CC12CC3C(OC13)C2=O,3.2689,0.2084,28.475,26.3
OC1C2OCC(O2)C1=O,1.3753,0.2115,27.189,55.76
CCC12CC(C1)(C2)C#N,4.654,0.3332,33.011,23.79
CC1OC23CC12CC=C3,1.8292,0.2279,30.518,9.23
CCC(C)C12CC(C1)C2,0.1849,0.3646,37.176,0.0
OC1(C#N)C2NC1C=C2,4.7173,0.2249,28.145,56.05
CC(C)C(C)C(C)(C)C,0.0872,0.3638,46.386,0.0
N=C1OC2C(CC12)C#C,2.0365,0.2786,29.698,33.08
CC(=NO)CCCC#C,0.6207,0.2528,38.483,32.59
CCOC1CCCC1=O,2.3224,0.2002,34.577,26.3
CCC1(CC1)C1CCO1,1.7065,0.3257,35.795,9.23
CCC1=CC(=O)NCC1,4.4812,0.2085,33.245,29.1
O=C1NC2CN3CC2C13,4.3299,0.2395,25.703,32.34
CCN(C=O)C(=N)C#N,5.0287,0.2075,32.316,67.95
COC=Nc1conn1,3.3031,0.1995,28.315,60.510000000000005
CC1=C(C#N)C2OC2C1,4.8653,0.2074,29.632,36.32
CCC1C2CC=C(C)C12,0.1615,0.2455,35.607,0.0
O=C1COCC2CCC12,2.2495,0.21,29.814,26.3
C(CCC(=O)N)CC=O,4.2488,0.2283,37.033,60.160000000000004
CC(O)C1(C)CN1C,1.5761,0.2902,36.295,23.240000000000002
CCc1c(nc([nH]1)C)O,2.769,0.2183,34.972,48.91
CC1C2CC2C1CO,1.1172,0.3256,31.727,20.23
C1C2C1C1CCC2C=C1,0.2915,0.265,29.18,0.0
COCc1nc(co1)N,0.4665,0.2062,31.933,61.28
CC12N=COC11CC2C1,1.4506,0.2564,28.68,21.59
CCc1coc(c1C)N,0.4905,0.2315,35.874,39.16
C#CCC1CC2CC1O2,1.6896,0.3031,31.238,9.23
C1C2C3OC=NCC1C23,2.4145,0.2681,27.554,21.59
CC1CCC2(O)CC2C1,1.2172,0.3255,35.942,20.23
c1c(=O)nc(on1)N,4.5358,0.1865,24.205,82.01
CC12C3C4N3C1(C)C24O,1.286,0.2632,32.652,23.240000000000002
N#CC1COCC=CC1,4.8125,0.2586,30.55,33.019999999999996
C1CC2(CC2)CNC1=O,3.8861,0.2689,31.916,29.1
N=COCC1(CO1)C#N,6.137,0.266,30.677,69.4
CC(C)C(O)C1CCO1,1.864,0.3203,37.449,29.46
C1CCC=CCOCC1,1.2339,0.2475,34.301,9.23
CN1N=C(C)N=CC1=N,0.7197,0.1464,31.163,54.56
OC1C2CC1OC=NC2,1.7212,0.2748,29.63,41.82
CC1OCC2CC1(O)C2,1.4787,0.3101,33.579,29.46
Cc1ncc(o1)CCO,2.1194,0.2369,32.559,46.260000000000005
CC1CNC(=O)OC1,5.384,0.306,28.317,38.33
OC1COC2OCCC12,2.6429,0.3086,29.815,38.69
C1CN1CCCCC#N,4.0446,0.2773,35.062,26.799999999999997
CCCOC12CC(C1)C2,0.9542,0.3385,34.937,9.23
CN1C(C=O)C11COC1,1.9662,0.1976,31.876,29.31
OC1C=C2CCC2C1O,1.0474,0.2427,31.757,40.46
CC1(O)C2C3COC2C13,2.6509,0.3066,30.942,29.46
CN1CC1C(O)C(C)=O,3.0906,0.2015,36.349,40.31
CC1OC2C3OC1(C)C23,2.0709,0.2886,31.254,18.46
Cc1c(c[nH]n1)C(=O)C,4.3094,0.2091,31.817,45.75
CC12CC(C)(C1)O2,1.6818,0.329,27.348,9.23
C#CC12CCC3C1CN23,1.6804,0.2567,29.463,3.24
CC(O)C1=CCCC1,1.3313,0.2567,32.093,20.23
CCNC(=O)C(=O)N,0.3577,0.2112,31.149,72.19
CC1C2CCC1C(C)=C2,0.2589,0.2541,34.065,0.0
COCC(C#C)C(C)C,1.0112,0.3121,40.904,9.23
O=CC1CC=C(C1)C#C,2.3739,0.2077,31.836,17.07
CC(O)C1CCC=C1,1.5297,0.2592,31.763,20.23
CC1=NC(=N)OC=N1,3.1236,0.1892,24.707,62.77
O=CC1CC2CN2C1,2.8055,0.2048,26.52,20.08
O=CC12CN1CCC=C2,3.188,0.2075,30.206,20.08
CC(O)C12OC1C1OC21,2.119,0.2931,31.467,45.29
c1cc(c(=O)cnc1)O,2.7801,0.1491,26.32,50.19
CC1OC(N)=NC1C#N,5.3244,0.2697,31.401,71.4
C#CC1C=CC2OCC12,1.6661,0.2461,29.458,9.23
CC1NC1(C)C1CN1C,0.7767,0.2987,38.189,24.950000000000003
CNC1=C(C)OC(=N)O1,3.7823,0.2345,32.493,62.160000000000004
CC12CC1CC21CCC1,0.3094,0.3252,34.601,0.0
O=CNC1CCC11CC1,3.6206,0.2774,33.146,29.1
N#CC12C3CC1CCN23,4.9668,0.2764,27.521,26.799999999999997
CC1C2C3C4CN4C2C13,1.497,0.3209,29.01,3.01
N#CC1NC2=NCCC12,3.0157,0.2455,27.829,48.18
C(=N)(C(=O)NC(=O)N)N,4.6706,0.2105,33.542,122.06
N=COC1COCOC1,1.6148,0.2741,30.407,51.540000000000006
Cc1c(cnnc1F)O,5.507,0.1958,28.651,46.010000000000005
CC1(CCC1)C2CCC2,0.0328,0.3458,36.703,0.0
O=CC1OC2C3CC1C23,3.7456,0.2149,27.354,26.3
CCN1CC1(C)C(C)=O,2.8511,0.2168,38.723,20.08
CC1CC(=O)CN1C,2.5073,0.1936,31.09,20.310000000000002
CC1COC(C=O)C1=O,2.1595,0.1936,31.236,43.370000000000005
O=CC1CC2COCC12,3.5278,0.2165,29.632,26.3
NC(=O)C1CC2CC1C2,3.3038,0.2726,31.678,43.09
CC12OC1CC2(O)C#C,2.7603,0.2689,34.391,32.76
C1C(=NO)COCO1,1.569,0.2507,26.554,51.05000000000001
O=C1OC2CCCNC12,4.7692,0.2364,28.875,38.33
CC1(CCC=CC1)C=O,2.5468,0.2219,34.216,17.07
CC12CC1N=CNC2=O,1.2259,0.2252,29.863,41.46
O=CCNC1CCC1=O,4.5676,0.2025,32.675,46.17
OCC1NC11COC1=N,1.3075,0.2651,31.165,75.25
C#CCc1cnoc1N,3.5198,0.2239,30.972,52.05
C1OC23CCN4C2C1C34,0.3312,0.3138,25.883,12.47
OC12CCC3CCC1C23,1.2296,0.3218,31.082,20.23
c1coc2c1nco2,0.9277,0.2197,19.926,39.17
COC12CC3CC(C1)C23,0.8975,0.3229,31.579,9.23
CC(CCC#N)CC=O,2.3342,0.2279,36.235,40.86
COc1cc([nH]n1)CO,2.977,0.2386,32.132,58.14
OC1CC2OC2C11CO1,1.4094,0.3126,29.315,45.29
CCC1OC11C2CC1C2,1.6691,0.3488,32.695,12.53
C1CC2N=COC2O1,1.0282,0.2758,22.752,30.82
CC1(C)C=CCC1CO,1.3545,0.2645,37.865,20.23
CC1OC(C)C11COC1,0.3326,0.3119,34.211,18.46
NC(C#N)C1=COC=C1,2.2582,0.2388,29.268,62.95
CN=C1OC=CN=C1N,0.4701,0.1641,31.242,64.41
CC(O)C1C2CC(=O)C12,3.5068,0.231,33.384,37.3
CC1C2OC2(C=O)C1O,3.3105,0.2132,32.2,49.83
CC1OC(=O)C(O)C=C1,3.9075,0.2499,31.45,46.53
N#CC1CCC11COC1,4.4707,0.2741,30.337,33.019999999999996
Cc1ccn(c1)C(C)C,1.9796,0.2477,36.688,4.93
CC(C)C12CN3CC1C23,1.8489,0.2976,33.848,3.24
CCC1(NC1C)C#CC,1.6557,0.2706,39.316,21.94
O=CC12CCC1C1CN21,3.1682,0.2025,29.549,20.08
CC(=NC)OC(=O)C#C,2.0116,0.2169,34.588,38.66
O=CCC(=O)C1CCO1,2.2891,0.2024,31.14,43.370000000000005
O=C1CC2(NC12)C1CC1,4.1316,0.2168,30.833,39.010000000000005
COC=NCC(O)C#C,4.9785,0.2493,36.118,41.82
CC1CCC(C)C1O,1.3701,0.3232,34.179,20.23
CCN=C1OC2C(C)C12,2.143,0.2681,33.905,21.59
CC(=O)C1(O)CCOC1,1.5662,0.2281,33.857,46.53
OCC(=O)C1CC1C#C,3.2197,0.224,33.831,37.3
O=C1CC2CC3CCC123,3.0216,0.2126,29.832,17.07
CCC1COCC1=O,1.7409,0.215,29.444,26.3
N=C1C2OCC3C2N13,2.996,0.2424,22.671,36.089999999999996
COC1C2OCC12C#C,2.0362,0.2584,32.428,18.46
CC1C2COC2C11CN1,2.821,0.2978,31.683,31.17
CCC#CCOC=NC,2.8553,0.2664,37.284,21.59
COC(C#N)C1CC1,3.3282,0.303,30.385,33.019999999999996
CC1(C)CC2CC12C=O,3.0458,0.2183,35.363,17.07
CC(C)(C#N)C(O)CO,4.0361,0.307,38.669,64.25
CC(O)C1(C)CC=CC1,1.3554,0.2659,37.783,20.23
[NH3+]C1C(C#N)C1C([O-])=O,7.3182,0.2564,30.291,91.56
CC12CC(O1)C1(CN1)C2,2.2806,0.3174,31.751,31.17
CC1CC2CCCC12,0.1323,0.3509,30.418,0.0
CCC1(OC1C#N)C#C,3.6946,0.2639,33.619,36.32
CC1=CC(O)C(C1)C#C,2.4119,0.253,35.233,20.23
CCC12CC3C(O1)C23,1.5391,0.3026,27.932,9.23
CC12CC(C1C#N)C2=O,1.4882,0.2484,30.206,40.86
NC(C([O-])=O)C1([NH3+])CC1,5.1149,0.2562,35.001,93.79
C1NC1C1=CN=CC=N1,1.952,0.1962,26.756,47.72
CC1C2CC(C)C12CO,1.444,0.3152,37.686,20.23
CNc1c[nH]c(n1)OC,1.3553,0.233,33.634,49.94
CC1C2N1CC1OC21C,1.1696,0.2952,32.749,15.54
c1c(onc1N)CO,2.911,0.2315,27.484,72.28
CCC1(C)C(C#C)N1C,1.0682,0.2555,39.864,3.01
CC12OC1CN1CC21,1.3365,0.2955,26.829,15.54
C1NC1C1CO1,2.6444,0.3238,20.405,34.47
CC1OCC(O)C1C=O,3.6966,0.2224,33.712,46.53
CC1N=C(C#C)N2CC12,1.6989,0.2058,31.076,15.37
CC(C)C1(C)CN2CC12,1.6837,0.3004,37.883,3.01
CC1(O)CC1(CO)C#C,1.037,0.27,38.443,40.46
COCC12CC1CC2=O,2.6223,0.2332,32.771,26.3
CC1C2N1CC=C2C#N,3.6452,0.1902,30.143,26.799999999999997
NC1CC1(OC=N)C#N,4.2678,0.2244,32.486,82.89
Cc1coc(n1)CCO,0.9115,0.2419,32.711,46.260000000000005
CCC1(C#C)C2CCC12,0.8615,0.2903,35.615,0.0
CC1(CC#N)OC1C#N,3.2718,0.2922,31.648,60.11
CCc1c([nH]nc1O)O,1.7729,0.2546,33.763,69.14
CC1OCCC1O,2.6327,0.302,27.0,29.46
CC1NC(=O)CC1C#N,3.0342,0.2695,31.343,52.89
CC1OCC(=C1)C#C,1.1536,0.2051,29.287,9.23
CC1(C)C2CC1C=C2,0.1861,0.2372,30.371,0.0
Cc1cc2c([nH]1)COC2,2.9922,0.2321,30.267,25.02
OC(C#N)C1OCC=C1,5.2845,0.2545,30.153,53.25
c1nc([nH]c(=O)n1)C=O,3.5592,0.1547,24.926,75.71000000000001
c1nc(nc(n1)N)C#N,5.66,0.1946,26.277,88.47999999999999
N=C(C#N)N1CCC1=N,3.358,0.1966,29.874,74.73
CC1OCC2(C)NC12C,2.9218,0.3,36.249,31.17
OC(C=O)C1=CN=CN1,1.4988,0.1797,28.563,65.97999999999999
NC1=[NH+]C(CN1)C([O-])=O,6.4243,0.2509,30.735,92.15
OC1CC2C(C1)C2C#N,5.2688,0.2954,31.034,44.019999999999996
O=CC1CC2COC12,3.1913,0.227,25.744,26.3
C(CC#CCC#N)C=O,2.5694,0.2248,33.041,40.86
O=CN1CC11CN2CC12,2.0999,0.2467,29.211,23.089999999999996
CC1(CCO)CCC1O,1.2618,0.3269,39.3,40.46
C1C(=O)N(C=N1)C=O,1.2221,0.2213,23.271,49.74
OC(CNCC=O)C=O,2.8422,0.1953,35.261,66.4
O=CNCC1OC1C=O,2.8782,0.2147,31.342,58.7
c1cnc(oc1=O)C=O,1.7986,0.1663,25.611,60.17
O=C1OCC11CC1C#C,4.1224,0.2544,29.921,26.3
CCOCC1(O)CC1O,1.6874,0.3152,38.186,49.69
CN=C1OC=NC=N1,2.7971,0.1778,24.374,51.28
CC1CC(CO1)C(C)=O,1.913,0.2318,34.954,26.3
Cc1c(con1)CCO,2.8977,0.2488,32.733,46.260000000000005
[NH3+]C1C[C-]2OC(=O)C=C12,2.4618,0.1782,36.695,57.85
COC1CNC11COC1,3.0308,0.292,32.804,30.49
CNC1=NC(C)C(=O)N1,4.0574,0.2353,33.476,53.49
C1CC11CCCC11CO1,1.7655,0.3259,32.405,12.53
c1c(onc1C#N)C=O,3.6801,0.1858,25.099,66.89
C1NC1C1=NC=CO1,2.2006,0.2351,23.672,47.97
CN1CC1C(C#C)C#N,3.5054,0.2575,33.919,26.799999999999997
CCCNc1ncon1,1.9495,0.2207,31.534,50.95
CC12CN(CC1)C2C#N,4.1894,0.2547,31.026,27.03
CC#CCC1CCO1,1.4707,0.2918,30.781,9.23
CN=CNc1cnco1,3.2309,0.2321,29.948,50.42
CC1(CC#N)CC(O)C1,3.6059,0.297,35.706,44.019999999999996
CC(=O)Oc1ncco1,1.7217,0.235,27.82,52.33
CCC1(CC1C)OC,1.1649,0.3242,36.13,9.23
Cn1cccc(c1=O)N,2.527,0.1687,31.533,48.019999999999996
CC(=O)Cn1ccnc1,5.3558,0.1889,30.547,34.89
CC12CN1CC2=O,2.1085,0.2236,24.025,20.08
C1CC(C1)C1OCC=C1,1.3888,0.2456,31.646,9.23
N=C1C=CC(=O)N1C=O,5.9888,0.1609,26.854,61.230000000000004
CCn1c(cc(n1)N)C,1.9497,0.2268,35.407,43.84
CCC(C1CC1)C(N)=O,3.2685,0.2728,38.194,43.09
CC1(C#N)C2OC=NC12,3.4643,0.2473,28.274,45.379999999999995
COCC(OC=O)C#N,3.9656,0.2561,32.697,59.32
NC(=O)C1(CCN1)C=O,1.5409,0.1952,32.104,72.19
CC(=N)Nc1cnoc1,5.5331,0.2116,30.435,61.910000000000004
OC1=C(F)C(=N)N=NO1,1.3685,0.1965,32.188,83.0
C1CC2C3OC(C=C1)C23,1.7696,0.2285,28.543,9.23
CC1CCC(=O)C(C)C1,2.8931,0.2235,36.269,17.07
CC1C2OC(C)(C#C)C12,1.6405,0.2611,34.95,9.23
CC(C)c1cc(c[nH]1)N,1.6646,0.2254,37.303,41.81
CC1C(NC1=O)C1CO1,4.4693,0.2776,32.043,41.63
CC1(C)C2CC2OC1=N,2.7272,0.2749,33.578,33.08
O=CC1(CN1)C#CC#C,1.6984,0.1957,31.58,39.010000000000005
COCC1CCC1(C)O,1.9269,0.3214,38.698,29.46
C1OC2COCCCC12,2.3139,0.3069,30.848,18.46
CN1C=NN(C=O)C1=N,4.3945,0.1911,29.247,63.67
CC1CC(O)C(C=O)=C1,3.6803,0.1886,33.174,37.3
CC1CC2(CO)COC12,2.4887,0.299,34.417,29.46
C1COC(O1)CC=O,3.7102,0.2294,27.064,35.53
CCOC1C2CCC12C,0.9146,0.3222,36.676,9.23
CC(COC=O)CC#C,3.627,0.2768,36.291,26.3
Cc1ccn(n1)C(=O)N,2.275,0.2376,31.035,60.91
CCC1(C#C)C2CCN12,1.9556,0.2721,34.836,3.01
C1C2CN1CCO2,0.3056,0.2907,22.049,12.47
CCCN=C1OCC=C1,2.9355,0.2056,33.137,21.59
NC(CO)(CC#N)C#C,3.402,0.2802,36.198,70.03999999999999
O=C(C#C)C1COC=N1,1.8487,0.1876,28.436,38.66
CC(OC(C)C#C)C#C,1.2153,0.2825,38.651,9.23
CC1CCC(=N)OC1C,3.3481,0.2765,35.377,33.08
CN=C1OCC1CO,2.3169,0.2767,29.477,41.82
C(Cn1nnnn1)CO,6.1017,0.2446,29.278,76.72
CC(C)C1COC1C=O,3.5752,0.2098,35.52,26.3
N=C(OC=O)C(=O)C#C,5.3664,0.1694,29.846,67.22
N#CC1COCC2NC12,5.8763,0.2965,28.629,54.959999999999994
COC1C2CC1C=CC2,0.8353,0.2467,31.875,9.23
O=C1NCC11C2CCC12,3.4697,0.269,29.972,29.1
[NH3+]CC1=C([O-])C=CO1,1.7817,0.1712,31.722,63.84
CC12CC1C(=O)C2CO,4.0376,0.2255,33.639,37.3
C1C(=C(C(=O)N1)C=O)N,9.0453,0.1829,31.267,72.19
CCC1=CCC(=O)N1,3.7124,0.2145,29.491,29.1
CC1OCC(C)(O)C=C1,1.8706,0.2518,35.923,29.46
c1nc(c(=O)[nH]n1)CO,0.3553,0.173,28.046,78.87
CC1C2CCC(C)OC12,1.2444,0.3139,35.253,9.23
CC1NC1CNC=O,3.658,0.2803,30.887,51.04
CNC(=[NH2+])CCC([O-])=O,8.8928,0.244,34.938,77.75
c1c(non1)NC=O,3.5785,0.221,22.249,68.02000000000001
Cc1cc(no1)C=O,5.4638,0.1944,25.225,43.1
CC1CC2NC(=O)C12,3.6313,0.2689,27.722,29.1
C1C2OC3C4OC1C4C23,2.9157,0.29,24.285,18.46
Cc1cc(on1)NC=O,5.9532,0.2114,29.583,55.13
CC1(O)C2NC2C1=O,2.4571,0.2126,28.743,59.24
C1C2OCC3CCC3C12,1.2524,0.2967,30.275,9.23
CC(O)C1CC2CC2C1,1.5534,0.3299,35.764,20.23
CC1C(C)C11CN=CO1,2.0157,0.2568,33.311,21.59
Cc1nc(n(n1)C)N,3.2202,0.2515,29.304,56.730000000000004
C(CN=COC=O)C#N,2.2489,0.255,31.114,62.449999999999996
OC1CC2COC1C2=O,3.2801,0.2041,29.054,46.53
CC12CC1C1(C)CC2C1,0.1453,0.3365,34.392,0.0
OC1C2C3C4C=C1C2C34,2.0765,0.1787,26.982,20.23
NC1CCCC1(N)C#N,4.7949,0.2723,35.206,75.83
C(CC(=N)NC=O)C=O,2.3491,0.2203,32.715,70.02000000000001
CC1=NC=C(N1)C1CO1,4.4391,0.2321,30.216,41.21
O=CC1=CCC2(CN2)C1,4.4429,0.1901,30.546,39.010000000000005
CC1=C(C)C(O)C2OC12,2.2374,0.235,33.673,32.76
COC1CC=CC1CO,1.4452,0.2651,35.089,29.46
CC#CC12CN3CC1C23,1.7983,0.2581,30.641,3.24
COC1(C)CNC1C#N,5.7553,0.2637,34.759,45.05
CC1NC(C#N)C1O,4.6927,0.2715,29.592,56.05
C#CC#CCC(=O)C#C,3.1226,0.1807,32.878,17.07
OC12CC(CC1)C2C=O,2.582,0.2186,31.67,37.3
CC1CC2C(O)C(C)C12,1.3221,0.3082,36.405,20.23
C(C1CO1)C1=CON=C1,4.5002,0.2464,27.792,38.56
C(COCC(=O)N)C#N,5.4094,0.2761,34.52,76.11
OCC12OC3C1OC23,1.2919,0.2877,25.194,38.69
O=C1CCN2C3CC3C12,2.3962,0.1917,28.496,20.310000000000002
CC(=O)N1CC2CC12C,3.4747,0.2562,34.393,20.310000000000002
CC1(CO1)C1CC(=N)O1,2.6123,0.2845,32.034,45.61
CC#CC(C)(O)C#N,4.1247,0.275,32.647,44.019999999999996
CC12OC1(CO)CC=C2,1.9071,0.2457,33.502,32.76
C#Cc1cncc(n1)F,1.342,0.1859,26.12,25.78
CC(OC1CC1)C=O,2.7334,0.2245,31.554,26.3
CC1(C)CC1OC1CC1,0.9016,0.3198,37.959,9.23
C(C=O)C#CCC#N,2.297,0.2241,28.274,40.86
CC1(CC2CCC12)C#C,0.7004,0.3046,34.89,0.0
C#CCC12C3C4C3N1C24,1.5438,0.2649,28.98,3.01
OC1=NC(=NN1)C1CN1,3.3008,0.2424,28.045,83.74000000000001
CCC12CC(C)(C1)C=C2,0.1435,0.2376,36.008,0.0
CN(C)c1cc([nH]c1)N,1.4507,0.221,36.283,45.05
c1conc1OCC=O,3.5511,0.2275,27.677,52.330000000000005
CC12CC(CO1)C(=O)O2,3.9699,0.275,28.65,35.53
CC1(C)C(O)CC11CN1,0.6365,0.3044,37.657,42.17
CC1C(C#N)C1C(C)=O,6.036,0.2233,34.27,40.86
NC12C3NC1C3OC2=O,3.8343,0.2412,27.032,64.35
O=C1OCCC2CC1N2,4.7521,0.2448,28.604,38.33
CC1C(CC11CC1)C=O,2.8833,0.2214,34.85,17.07
CC1(CCOC1=O)C=O,3.1084,0.2165,31.166,43.370000000000005
NC(=O)C1CN1CC#C,3.3619,0.2385,34.556,46.1
CCC1(O)CC1CC#C,1.6725,0.3075,38.852,20.23
O=CC12CCN3CC1C23,2.559,0.2099,28.331,20.310000000000002
CC1C2C3CN2C13C#N,4.4523,0.2543,29.269,27.03
FC1=COC=C(F)C1=N,3.4611,0.1901,26.083,36.99
C1CC1OC1CN2CC12,1.5673,0.3122,31.519,12.24
N#CCN1C2COCC12,4.5218,0.2736,28.88,36.03
CC1CCC2CC12C,0.211,0.3367,32.481,0.0
CC(C)(C#CCCO)O,0.7897,0.2947,40.747,40.46
OCC12CC(C1)OCO2,1.0194,0.3302,30.815,38.69
O=C1CCN2CCC12,2.1817,0.1916,25.999,20.310000000000002
CC1(O)C=CCN2CC12,2.4463,0.2307,33.773,23.240000000000002
OCC1OC(=O)C2OC12,3.4369,0.2467,28.289,59.06
CC(=O)C(O)CC1CN1,3.5839,0.2136,35.699,59.239999999999995
CC(C)C12CN(C1)C2,2.0136,0.2933,31.501,3.24
O=COC(C=O)C1CO1,4.2057,0.2212,30.331,55.900000000000006
CC12COC3C4C3N1C24,0.8475,0.2744,28.523,12.24
CC1C2C3C2C1C3C,0.2136,0.3412,29.696,0.0
N#CC1CC2C3CN1C23,4.6763,0.2669,27.196,27.03
CC1OC1(C#C)C(C)=O,2.187,0.2212,35.485,29.6
C1CC11OC2C3CC1C23,1.4529,0.3003,28.747,9.23
NC12CC3C1N3C2C#N,4.4197,0.2496,29.164,52.82
NC(C#N)C1C2CN1C2,4.3166,0.2654,30.779,53.050000000000004
COCC1C2C(O)CN12,2.757,0.2912,33.893,32.47
OC12CC3CC1(O)C23,1.545,0.2757,27.737,40.46
O=CCC1CCC1C#N,3.6059,0.2254,31.903,40.86
CC1C2CC(CN12)C=O,2.3841,0.2057,32.399,20.08
CCC(CC)C(=O)OC,1.6271,0.2818,39.536,26.3
CC12C3NC1=CC(=O)C23,4.6299,0.1532,28.812,29.1
CC#CC1C2CC2C1C,0.0149,0.292,35.466,0.0
CC12CCOC(=N)C1O2,3.9313,0.2647,30.93,45.61
C1C2OC1C1=C2CCC1,1.8538,0.2275,28.006,9.23
OC1CN2CC12C1CO1,1.1456,0.3019,31.066,35.77
OC1C2CCC(C#C)C12,1.2238,0.302,32.751,20.23
CC1OCC2OC(=O)C12,4.1419,0.2712,28.635,35.53
CN1CC2C(OC=O)C12,3.2778,0.2151,31.341,29.54
c1c(ncc(=O)[nH]1)N,4.6165,0.1395,25.436,71.77
O=C1N2CC2CC11CN1,3.4343,0.2322,28.426,42.019999999999996
CCC1(CC2CC12)C#C,0.5587,0.3028,35.77,0.0
COc1ccn(c1)C=O,2.7882,0.1739,30.096,31.23
N=C1CN=CN1CC=O,1.844,0.194,29.555,56.52
CC12CC(O)C1(N2)C#C,3.0008,0.2715,34.737,42.17
Cc1cn(c(n1)N)C=O,2.3166,0.1759,31.238,60.910000000000004
CN1C2C1C(C#C)C2O,1.1688,0.2633,33.774,23.240000000000002
C1CC11C2OC2C11CC1,1.8282,0.33,31.206,12.53
CN=C1OC=CC=C1C,2.3529,0.1656,32.141,25.5
CC1OC1C(C)(O)C=O,2.0056,0.2109,36.376,49.83
C#CC12CC1C1CC2C1,0.9526,0.2798,30.419,0.0
CC12CCC1CCC=C2,0.2492,0.266,33.901,0.0
COC(=O)C12CN(C1)C2,2.1414,0.2312,30.498,29.54
O=C1OC2(CC12)C#N,3.804,0.2616,23.093,50.09
CC#CC12NC1C1OC21,3.5912,0.2337,30.617,34.47
CC12OC3CC(=O)C1C23,3.4999,0.2229,29.034,26.3
CC1OCC(C)(C)C1=O,1.5685,0.2142,36.28,26.3
OC1C2NC11CC(=O)C21,2.8221,0.2038,28.754,49.33
CN=C1NC(=O)CCO1,3.0115,0.2348,30.654,50.69
CC(CO)C1(CO)CC1,2.2186,0.3177,39.841,40.46
CC1(O)C2CC11OCC21,2.6152,0.2994,32.398,29.46
CC(=O)C1=CNC(=N)O1,5.072,0.1615,30.425,69.85
O=C1NC2=CCC3C2N13,3.9498,0.1889,25.543,32.11
CC(C)CCC1CCO1,1.5637,0.3254,38.649,9.23
C(C=O)C(C=O)(C=O)O,2.379,0.1799,32.851,71.44
CC1(CC1CO)OC=O,3.7569,0.2744,35.614,46.53
C1CC2CC1OCO2,1.8867,0.3301,25.198,18.46
CC(C)OC(C=O)C#C,2.701,0.2143,37.671,26.3
OC12CC34CCN(C13)C24,1.1916,0.3052,28.397,23.47
CCC1(CCCC1)C,0.0402,0.3669,35.109,0.0
OCCN1C2CC(O)C12,4.1709,0.3009,33.847,43.47
c1c(c(n[nH]1)C(=O)N)N,3.6026,0.1867,31.189,97.78999999999999
CCC1(O)C2CC1C2C,1.3691,0.3246,37.035,20.23
OC12C3C1C1(O)CC2C31,1.7467,0.3019,29.762,40.46
NC(=O)C1(O)CC1C#C,3.0853,0.2547,34.897,63.32000000000001
CC1OCC1N(C)C=O,2.5788,0.2674,34.342,29.54
[NH2+]=C1C=N[N-]C=C1C=O,3.3081,0.1527,27.713,69.65
CC(=O)N1C2C3OC2C13,2.5909,0.2508,28.7,29.540000000000003
O=C(C#C)C1NC1C#C,4.0859,0.1895,31.928,39.010000000000005
c1c[nH]c2c1C=CCC2,2.1671,0.1875,28.793,15.79
CC1C2CC(C3CO3)C12,1.8298,0.3305,32.819,12.53
CCCc1c[nH]nn1,3.9837,0.2512,28.04,41.57
CCn1cc(nc1)NC,2.9788,0.2171,34.285,29.85
C#CC12CC1COCC2,1.0955,0.2881,32.141,9.23
OCC(O)C1CC2OC12,1.7849,0.3061,33.774,52.99
OC1C2OC2(C=O)C1O,3.2557,0.2115,30.296,70.06
CCC(=O)C(O)CC#N,5.3569,0.2378,35.213,61.089999999999996
CC1OC=NC1C#N,4.0783,0.27,25.703,45.379999999999995
O=C1C2C3C4C(CN13)N24,3.682,0.219,23.889,23.32
C1CC23COCC2CC13,1.463,0.3293,30.021,9.23
CC1CCCC(C)(C)O1,1.1166,0.3185,39.007,9.23
CC(C)(C(=O)CO)OC,3.7889,0.2358,39.541,46.53
OC12C3C4N3C1C24C#N,4.3807,0.2378,26.653,47.03
C1C(CC1=O)C=O,0.4688,0.226,23.669,34.14
CC(CCO)C(O)C=O,2.9363,0.229,38.4,57.53
CC1=NC(=N)C=CN=C1,3.0042,0.152,29.585,49.63
