smiles,mu,gap,cv,TPSA
CCOC1C2CN2C1C,1.8275,0.3049,35.472,12.24
CN(C)c1ccccn1,1.7615,0.187,31.844,16.130000000000003
CC1C2C(CO)C2C1=O,2.704,0.2237,33.602,37.3
CN1CC(NC1=O)C#N,4.0707,0.2612,30.143,56.13
COCC1C2CC1(O)C2,1.3381,0.3277,34.422,29.46
O=C1C2COC1C21CC1,2.9495,0.2054,28.657,26.3
CC12CNC1(C)C(=O)O2,3.3478,0.2432,32.483,38.33
CC(CO)(CO)OC=N,2.2625,0.277,38.37,73.53999999999999
Cc1c(cnnc1O)F,2.4119,0.1989,28.298,46.010000000000005
O=CN1C2CC3C2CC13,4.2591,0.2664,27.249,20.310000000000002
O=C1CC2CC(C2)C=C1,3.6094,0.1846,29.424,17.07
C1C2C3C1N1CC=C3C21,0.8699,0.1551,26.174,3.24
NC(=O)C1OCOC1=N,2.0512,0.2464,29.169,85.4
CC1N=CNC1=O,2.3596,0.2298,22.863,41.46
CC(C)CCC#CCO,1.2705,0.2776,40.82,20.23
c1nc(on1)CN2CC2,2.6905,0.2239,27.325,41.93
O=CC1NC2C1NC2=O,4.5901,0.1974,28.276,58.2
CC(OCC1CC1)C=O,2.8976,0.2262,36.229,26.3
NC1=CC(=O)NC1CO,5.5082,0.2161,32.608,75.35000000000001
CCC1C2OC1C21CO1,3.174,0.3181,31.796,21.759999999999998
CC(C)(C)N1CCC1=O,3.5183,0.2732,37.445,20.310000000000002
C1C2C3C4C5C1C2C5N34,1.7923,0.2956,24.212,3.01
OC1CC(=O)C(O)C1O,1.0673,0.22,32.384,77.76
CC1CC2CNC(=O)C12,3.5969,0.2657,31.635,29.1
CN=C1OC(=O)NC1C,3.344,0.2663,32.136,50.69
CC12CC1CCOC2=O,4.332,0.2654,31.473,26.3
CCC1CCCC1C#N,3.9271,0.3375,34.867,23.79
c1c2c(oc1N)COC2,2.9658,0.2183,28.756,48.39
OC1C2COCC12C=O,2.7331,0.2213,29.854,46.53
CC1=CCC(=O)C(O)C1,2.9401,0.2213,33.234,37.3
COCC1CC(C)C=C1,0.9458,0.2622,36.261,9.23
CC(=O)C1NC2COC12,3.9274,0.2222,31.129,38.33
COC1CCC2CC1O2,2.4954,0.3126,31.812,18.46
CC1C(CC1=NO)C=O,2.1479,0.2204,34.145,49.660000000000004
CC1NC(=N)C(=O)C=C1,5.3389,0.1557,30.928,52.95
OC1CC(=O)C1C#C,3.6254,0.2148,29.118,37.3
CC1CC(C)C(=O)O1,4.2328,0.2774,29.826,26.3
CC1C2(C)CC1(C)C2C,0.1274,0.3634,40.042,0.0
O=CCC1C2CC1CC2,2.712,0.2274,31.452,17.07
CC1(CN(C(=O)O1)C)C,4.7686,0.3019,34.842,29.540000000000003
OC1(CC1C=O)C1CC1,4.3969,0.2257,34.228,37.3
CC12OC3C=CC1(O)C23,2.1811,0.2192,30.608,29.46
CC(CC=O)OC(C)=N,3.4023,0.2249,36.953,50.150000000000006
O=CC1CCNC(=O)O1,3.9151,0.2171,29.53,55.400000000000006
CC1=CC2(O)C3OC2C13,3.1388,0.221,30.646,29.46
CC1OC(C)C11CCC1,1.6277,0.3165,36.019,9.23
CC(C)C(C=O)C#N,3.2453,0.2232,32.115,40.86
OC1CCC2(O)CC1C2,1.8216,0.3239,33.782,40.46
CCn1c(nc(n1)O)N,4.0591,0.2406,32.515,76.96
CC1(CC2OC12)C(N)=O,3.6713,0.2725,33.627,55.62
CC(=O)C1(C)CN1,2.6335,0.2291,27.856,39.010000000000005
CC12CC1(C=O)C1NC21,3.8737,0.2129,31.242,39.010000000000005
CC#CC1C2CCCN12,1.8459,0.2561,32.843,3.01
Cc1cc(co1)N(=O)=O,4.604,0.1736,27.756,56.279999999999994
CCC(O)C12CC(C1)C2,1.3957,0.3279,35.948,20.23
CCC12CC1(O)C(C)O2,1.8751,0.2946,36.798,29.46
c1cnc(c(c1O)N)F,3.9665,0.2067,29.29,59.14
C#CCC1C2CC=CC12,0.9517,0.2472,32.051,0.0
C#CC12CN=C3OC1C23,3.2298,0.1608,28.484,21.59
CC(NC=O)C1(C)CO1,2.6116,0.2808,35.87,41.63
CC1C2CC1C1CC1O2,1.3894,0.3153,31.266,9.23
OC12C3CC1C3C2C#C,1.47,0.2917,30.895,20.23
CC1(CCC1)NC(=O)N,3.3203,0.297,36.777,55.120000000000005
C1C=C(COC=N1)C#N,2.788,0.213,28.318,45.379999999999995
CCC(CCOC)OC,1.596,0.3259,41.436,18.46
CCNC(=O)C(=O)N,0.3577,0.2112,31.149,72.19
O=C1OCC=C2CNC12,5.0047,0.2217,27.749,38.33
N#CC1C2COCC1N2,4.3705,0.2681,27.911,45.05
OC1(CC2CC2C1)C=O,2.3463,0.2285,31.782,37.3
CC#CC1OC1CC#C,2.4139,0.2717,34.78,12.53
Cc1cc(nn1C)OC,2.2549,0.2363,34.012,27.05
CC1OC(C#N)C11CC1,4.3836,0.2735,32.335,33.019999999999996
Cc1cn(c(n1)OC)C,2.1188,0.2439,34.182,27.05
CC12CC1NCC(=O)O2,4.6355,0.2465,31.321,38.33
O1C2C3C4C5C4C(C13)C25,1.9049,0.31,23.281,9.23
OC1CCNCC1C#N,4.2368,0.2723,32.283,56.05
CC1C2COC(=O)C12O,3.2967,0.2553,31.226,46.53
CCCC(C)OC(C)C,1.0087,0.3232,44.038,9.23
CCC(O)C1(O)CC1,2.1689,0.3163,34.864,40.46
CC1NC(=O)OC1C=O,5.9062,0.2258,30.155,55.4
O=CC12CC1COC2=O,3.5643,0.2215,27.77,43.370000000000005
OCCC12CCCC1O2,1.3273,0.333,33.934,32.76
CC1C=CCC(O)C1=O,1.3323,0.2102,33.304,37.3
C1C2OCC3=C2N1N=N3,3.1281,0.1833,23.819,39.94
CN1CC(=O)N(C)C1=N,0.6839,0.2268,32.688,47.400000000000006
C#CC(=O)CNCC#N,5.9672,0.1772,32.716,52.89
CC#CCC(C)N1CC1,1.0959,0.2892,38.122,3.01
CC1=CNCCC1=NO,2.3908,0.1769,33.635,44.620000000000005
CC1(C2(O1)COC2)C,2.1237,0.316,30.865,21.759999999999998
CC1C2C=CC(C=O)C12,3.0574,0.2142,31.606,17.07
OC1=NOC(=O)C(=N)O1,4.6426,0.1973,26.15,100.32000000000001
c1cn(c(c1N)O)C=O,3.4877,0.1664,31.175,68.25
CC1CC1N1C=NC=N1,3.2778,0.2658,29.461,30.71
OC12COC(C1)OC2=O,2.497,0.2763,27.052,55.76
c1c(nc([nH]1)C=O)N,5.763,0.155,25.911,71.77
OCCC1=COC(=N)O1,2.7327,0.2351,30.734,70.36000000000001
O=COC1CNC1C=O,5.943,0.207,30.439,55.4
CN=C(NC=O)C1CN1,3.44,0.2146,33.407,63.400000000000006
CCC(=NO)C1CC1C,0.5857,0.2476,38.324,32.59
C1CC23CC(COC12)O3,1.9711,0.3009,28.455,18.46
CC(C)(c1cocn1)O,0.9074,0.2452,33.37,46.260000000000005
C1C(CC(=O)CC1=O)O,2.9691,0.2057,31.455,54.370000000000005
CC1C2CC1C(=O)CC2,3.103,0.2278,32.178,17.07
C#CC1CC11CC=CC1,0.7988,0.2635,32.593,0.0
OC1CCCCOC1,0.4679,0.3166,30.744,29.46
C1OC1C12C3C4C3N1C24,2.4555,0.2743,26.508,15.54
c1[nH]c2c(n1)OCCO2,3.7235,0.2206,26.177,47.14
CC(CCO)CNC=O,4.2014,0.2826,38.73,49.33
OCC12C3CC1(O)CN23,3.4079,0.2818,31.817,43.47
c1c(c(c(o1)C#N)N)N,6.0588,0.1936,30.457,88.97
CC1=CC(=O)C2CC12C,4.2905,0.1885,32.967,17.07
COC1CC2CC2C1C,1.1537,0.3238,35.293,9.23
C1CN=C2NC=CC2O1,1.0771,0.2064,27.611,33.620000000000005
C(=O)C(F)(F)F,1.5527,0.2243,17.598,17.07
CC1(C)COC(=N)C1,3.2021,0.2863,31.032,33.08
OCC(=O)C12CN1CC2,3.7312,0.2174,31.688,40.309999999999995
CC1C2C3N2C=NC13C,1.8615,0.2357,30.986,15.37
CC1C2C3N1C(C)C23C,1.6744,0.308,35.126,3.24
O=C1CC23CN4C2C1C34,2.2181,0.21,25.531,20.310000000000002
c1c(nc(o1)CO)CO,1.9439,0.2404,31.142,66.49000000000001
CC1C2C1C1(CC1)C2C,0.2563,0.3338,36.152,0.0
CC(O)C(=O)CO,1.731,0.2353,28.54,57.53
COC(=N)N1C=NN=N1,4.4599,0.2402,27.356,76.68
CC(C)CC(=O)CC#C,2.0448,0.2264,39.066,17.07
OC1C2OC3CCC2C13,1.9839,0.3154,28.057,29.46
OC1C2NC2C11COC1,3.6963,0.3056,29.902,51.400000000000006
OC12C3C4C1N4C23,1.1364,0.2728,20.424,23.240000000000002
CC(O)C(C)C1CC1O,1.4421,0.3184,40.357,40.46
CC(CC#N)OC(C)=N,3.6291,0.2929,35.949,56.87
CC12CN1C1(C)C(O)C21,2.4908,0.2814,35.246,23.240000000000002
OCC12CCC=CC1O2,1.6613,0.2392,31.754,32.76
CC(C)C(O)C#CC=O,3.0065,0.2044,37.566,37.3
COCC1C=CC2CC12,1.0599,0.248,32.921,9.23
CC1(O)CN2CC2C1O,1.2497,0.2944,34.581,43.47
C1C=CCN1CC#N,4.2813,0.2348,26.913,27.03
O=CC12CC(C1)CC=C2,2.7572,0.2164,30.157,17.07
C#CC#CCC(=O)CO,4.23,0.2203,34.613,37.3
CC1=CC2CC2C1=NO,0.8092,0.187,31.991,32.59
CC1NC11C(C)CC1=O,2.1996,0.2129,34.716,39.010000000000005
O=CCNC1CN2CC12,1.3627,0.2011,31.851,32.11
CC12CCC(=O)CC1O2,2.5935,0.2244,32.04,29.6
CC(C=O)C1(C)CN1C,3.1343,0.1953,38.457,20.08
COC1CC1(O)C(N)=O,3.0357,0.2731,35.85,72.55000000000001
COC1C(OC)C1C#N,4.1458,0.2797,34.021,42.25
NC1CC(O)C=C1C#N,3.6753,0.1921,32.22,70.03999999999999
Cc1cc(co1)C#N,4.6551,0.2159,25.284,36.93
CCC#CCCNC=O,3.6377,0.2694,36.795,29.1
O=C1OC2OC1C1NC21,3.545,0.2588,23.905,57.47
C1COC(=N1)NCC=O,3.9962,0.2096,30.666,50.69
CCCC(=O)C(=O)OC,1.0874,0.1817,35.936,43.370000000000005
N#CC12CC(CNC1)N2,5.0744,0.2569,29.376,47.85
CC1CC(CO)NC1=O,4.5407,0.2735,34.602,49.33
N=COCC(=O)C1CN1,4.3901,0.217,31.682,72.09
O=COC1CC1N1CC1,2.7774,0.2236,31.69,29.310000000000002
CC1=CCn2c1ccc2,1.6783,0.1797,29.539,4.93
CN=C(N)NC(=O)C=O,1.7992,0.1405,33.505,84.54999999999998
CC#CCC(=O)C(=N)N,1.8558,0.1866,35.982,66.94
CC1C(O)C2(C)OC12C,2.1887,0.3205,37.281,32.76
O=C1CNC1C1COC1,4.1425,0.2083,30.18,38.33
O=CCC1CCO1,3.6035,0.223,24.586,26.3
CC(=O)Cc1ccon1,0.4676,0.2183,29.796,43.1
Cc1c(nnn1C)O,3.4295,0.2217,28.26,50.94
N#CC1=CC2C3CC1C23,5.0157,0.1996,26.629,23.79
OC12C3OC1C3NC2=N,4.0524,0.243,27.707,65.34
C1C=CC23NC4C2NC134,1.3933,0.2167,26.258,24.06
OC12CC3CC4C1C2N34,1.1092,0.2861,27.688,23.47
CN1CC2OCC12C#N,2.382,0.2334,30.394,36.26
CC1CC(C#N)C2NC12,5.1235,0.2943,31.502,45.730000000000004
c1c(c([nH]n1)C2CC2)O,1.462,0.2226,30.967,48.91
CC1(O)C2CC1C2C#C,1.4531,0.2797,34.246,20.23
CC(=NO)C(C)(C)C,0.5546,0.2586,37.732,32.59
CCCCCC#CC,0.1804,0.3043,36.759,0.0
N=C1ON=CC(=C1)C#C,3.3096,0.151,28.21,49.88
CCC1C(O)C1(C)C#C,0.7644,0.2792,39.437,20.23
N=C1C=CC2C(C#N)N12,4.2369,0.1908,26.689,50.65
CC1(CC1)C(CO)C#C,1.5327,0.304,38.448,20.23
CCc1cc[nH]c1C=O,2.7648,0.1836,31.724,32.86
O=C1NCC1CC1CO1,4.1332,0.281,31.19,41.63
O=CNC1CNC(=O)C1,1.7536,0.2673,30.55,58.2
CC1(COCC=C1)C=O,2.9845,0.2083,32.726,26.3
CCC1(CC1(C)O)C=O,4.2014,0.2279,38.453,37.3
CC1CCC2OC2C1=O,3.1891,0.2123,31.324,29.6
O=CCC1CC2(CO2)C1,1.6738,0.2261,32.413,29.6
CC(=NO)CCCC=O,2.2496,0.2214,37.248,49.660000000000004
CC12COC(O1)C1NC21,2.6524,0.3123,28.6,40.400000000000006
NC=[NH+]C(C#C)C([O-])=O,3.0599,0.1385,37.365,80.12
CC12CN1CC(=O)CC2,2.7361,0.199,32.852,20.08
O=CC1CC=CC2CN12,2.2554,0.2058,29.835,20.08
CC#CC1NC1(C)C=O,2.7528,0.2029,35.166,39.010000000000005
N=C1OCC2(CN2)C=C1,3.7116,0.2111,29.201,55.019999999999996
c1[nH]nc(n1)CC(=O)N,6.0007,0.2291,28.743,84.66
NC12CCC1OC2C#N,4.419,0.2516,30.988,59.04
ON=C1CC(O)C2CC12,1.0565,0.2454,32.341,52.82000000000001
C1CC1NC(=O)NC=O,6.1778,0.2414,32.481,58.2
CC#CCOC(C)CO,2.2859,0.2819,38.976,29.46
O=C1NC2=NCC3C2N13,3.6318,0.1995,24.581,44.47
CC1=CC(=O)CCOC1,3.3446,0.1887,32.27,26.3
ON=C1CC2OCC2=C1,1.0703,0.1878,28.982,41.82000000000001
CN(C)C(=O)COC=N,1.6995,0.2505,35.504,53.39
CC1C2C3C(C2C#C)N13,1.1978,0.2843,31.134,3.01
CC#CC(C)(C)NC=O,4.0931,0.2746,38.82,29.1
C1OC1C1CCC11CC1,1.7651,0.3446,32.96,12.53
CCC12CC1C(=O)N2,3.9992,0.2547,28.899,29.1
CC1C2C3CC(=O)C2C13,3.3152,0.223,29.552,17.07
CC(C)(C)C1(O)CC1O,1.2093,0.3148,41.641,40.46
O=C1CNC(CN1)C#N,1.6039,0.2436,29.716,64.92
OC1CCN(CC#N)C1,5.2067,0.259,32.636,47.26
CCC(C)C1(C)CC1C,0.0553,0.3356,43.126,0.0
O=C1COCC2NC12,3.5046,0.2095,25.031,48.24
CC(=O)NC=NCC#N,5.5032,0.2373,32.936,65.25
C1C2OC3C=CC1OC23,0.7397,0.2333,25.324,18.46
Cc1[nH]c(cc(=O)n1)N,8.3106,0.2087,31.588,71.77
CC1N2CC2C=CC1=O,2.9511,0.1631,30.475,20.08
Cn1c(cnc1O)C#N,4.21,0.2049,28.996,61.839999999999996
Cc1cc(=O)ncnc1,4.8662,0.1641,28.496,42.85
OC1CN2C3CC2C13O,2.3899,0.2845,30.211,43.7
CC(CO)OCC1CN1,2.645,0.3,37.122,51.400000000000006
CC1C2CC3(O)C2CC13,1.2641,0.3197,32.061,20.23
ON=C1CC(C=O)C1O,3.2402,0.2189,32.797,69.89
C1OC2C3C4C5C(N35)C124,1.8369,0.2882,24.288,12.24
Cc1nc(co1)NC=N,1.5673,0.2114,30.426,61.910000000000004
O=C1OCCCC2NC12,4.6509,0.2518,29.439,48.24
CCC(C#C)C(C)C,0.5918,0.3138,37.81,0.0
C(COC=O)NC=O,2.6408,0.2704,28.591,55.4
Cc1ncnn1CC=O,1.5556,0.2102,29.632,47.78
CC1CCC2=C1C=CN2,1.7774,0.2379,31.446,15.79
C1CC1(CO)OC=O,3.4346,0.2747,30.124,46.53
N=C1OCCNC1C#C,2.7457,0.2472,31.278,45.11
CCC#CCCOCC,1.0254,0.3036,39.722,9.23
CC1(CO)CN1CC#N,3.6367,0.2755,35.382,47.03
CCC#CC1CC2CC12,0.1228,0.2937,34.468,0.0
CC1CC2OC1OC2=O,3.7467,0.2674,28.018,35.53
CCC1=CCOC1=O,4.334,0.23,27.39,26.3
CCOC1=NOC(=N)O1,3.7404,0.267,29.397,72.25
c1nn(c(=O)o1)CCO,1.8034,0.2417,29.021,68.26
C1CC1n2c(=O)[nH]nn2,0.7706,0.2165,27.685,63.57
CCn1ccncc1=O,4.0305,0.169,29.65,34.89
CN=C1ON=CC(C)=C1,3.3894,0.161,31.665,38.39
Cc1nn(c(=O)o1)C,2.9418,0.2394,26.637,48.03
CC(=O)CC12CC1OC2,3.6974,0.2128,33.022,26.3
O=COCC1CN1,4.49,0.2654,24.221,48.24
CC1OCC2(OC12)C=O,2.4319,0.2133,30.477,38.83
C1C2NC2C2=C1NC=C2,1.8735,0.2348,27.258,37.730000000000004
CC1OC1C1COCO1,1.7602,0.3414,31.185,30.99
CC(C)CCC1CC1C,0.0978,0.3466,42.085,0.0
OC1CC11CCC1C=O,2.652,0.2195,33.515,37.3
C1C=CCOC(=N1)C=O,3.8575,0.192,29.283,38.66
C1CC2(C1)C1C3NC3C21,1.6,0.2686,30.611,21.94
CC1OC1CCC=O,3.0771,0.229,31.208,29.6
CC1(CC(=O)NC=N1)C,1.3762,0.2339,33.362,41.46
CC(=O)NCCOC=N,4.6037,0.2361,34.853,62.18
Cc1c[nH]c(c1O)C#C,1.8031,0.1949,33.97,36.019999999999996
CC1CCCC2(CC2)O1,1.15,0.3232,35.114,9.23
CC(N1CC1)C1(C)CC1,1.0058,0.3142,38.112,3.01
CC12C3CN1C3C21CC1,1.6301,0.3085,31.554,3.24
C1C2C=CC3CC(C3)C12,0.3917,0.2442,29.941,0.0
CCC1OC2(C)CC1C2,1.3392,0.3231,35.263,9.23
NC1(CC2COC12)C#N,3.8302,0.2618,30.466,59.04
OC(C=O)C1CC2CC12,2.5972,0.2194,32.224,37.3
CC1(N)C(O)C1(C)C#N,3.6213,0.2681,38.074,70.03999999999999
OC(C=O)C1CC1C#N,3.3369,0.2309,31.709,61.089999999999996
C1C(CO1)(C(=O)C#N)O,1.6565,0.1698,30.381,70.32000000000001
C1CN1C1C2COCC12,2.4651,0.3024,30.378,12.24
CC1(O)CC1OCC#C,0.6275,0.27,37.204,29.46
O=C1OCC1C#CC#C,3.5841,0.2195,29.247,26.3
OC1=C(F)C(=O)N=NO1,1.013,0.1682,31.09,76.22
CC1N2CC3CC2C13O,2.1643,0.2888,31.491,23.47
Cc1cc(cc(n1)O)N,2.5823,0.2233,32.351,59.14
CC1(CC(=NC)OC1)C,2.68,0.2761,36.664,21.59
C1OC2C1C1C3NC3C21,2.7973,0.2777,26.951,31.17
O=C1CC2(CC2N1)C#C,3.2698,0.2645,30.713,29.1
c1cnc(nc1O)C#N,5.1175,0.2088,25.228,69.80000000000001
CCC(C)(C)CC1CO1,1.673,0.3366,40.73,12.53
NC1=CN=C(F)C(=N)N1,4.7742,0.1597,29.17,78.55
CCC1(O)COCC1O,1.7286,0.3186,36.488,49.69
CC1COC11CC2CC12,1.4964,0.3121,32.647,9.23
CN=C1COC(C)O1,1.6331,0.2789,29.259,30.82
O=CC12CN=C3NC1C23,1.6336,0.1697,27.589,41.46
CC1(C)CC11CC(=N)O1,2.7959,0.2738,34.978,33.08
COC1CCC1C(C)O,2.3791,0.3202,37.428,29.46
CC1=CCc2c1cno2,3.358,0.2017,27.824,26.03
CCC1C(C)C(O)C1O,1.2349,0.2933,38.921,40.46
CN1C2CC1(C)C1OC21,1.5529,0.2875,32.13,15.77
CC1C(C)C1CN1CC1,1.0449,0.3088,37.864,3.01
CC12CC(O)(CC1)C2=O,2.1644,0.2241,33.222,37.3
Cn1ccn2c1ncc2,3.3839,0.216,27.705,22.23
c1c2c([nH]c1O)[nH]nn2,5.5321,0.2059,27.222,77.58999999999999
CC1=NNN=C(C)C1=N,1.9533,0.1792,31.714,65.42
OC(COC=N)CC#C,2.276,0.2765,36.24,53.31
O=C1CN2C3CC2C3N1,3.8014,0.2395,27.402,32.34
O=C1C2NC1C1NC21,4.9908,0.2366,23.149,51.040000000000006
C1CC=CCC(=O)NC1,3.5833,0.25,32.046,29.1
Cc1c(cc([nH]1)C#N)N,5.1962,0.1824,32.479,65.6
CC1C(O)C2CC12C#N,4.3333,0.2873,33.006,44.019999999999996
C1C(=O)N(C=N1)CC=O,1.0265,0.2062,28.601,49.74
CC1CC2CC1C(=O)O2,4.3662,0.2742,29.503,26.3
O=CNC1CC2(CO2)C1,1.8609,0.279,31.626,41.63
CCC1OC1C#CCO,2.3292,0.2656,35.804,32.76
C1c2c(nn[nH]2)NC1=O,3.1136,0.2056,25.152,70.67
CC1=CCC2OCCC12,1.635,0.2597,31.521,9.23
CC(C)(C#C)N(C)C=O,3.8603,0.2694,38.472,20.310000000000002
CNC(=O)C#CCO,5.2146,0.2372,31.552,49.33
CC1(C#C)C2CC1C2=O,3.1108,0.2485,32.265,17.07
COC1OC(=N)NC1=O,2.4997,0.2482,29.485,71.41
CCN1N=C(O)NC1=N,2.8362,0.2339,32.995,77.69
CC1(C#N)C2C3OC3C12,3.8974,0.2661,29.821,36.32
CC1C2CC1OC(=O)C2,4.5403,0.2701,30.371,26.3
CCC(O)(C#C)C(C)C,1.6749,0.2951,42.799,20.23
CCC(=O)C(OC)C#C,1.5023,0.209,37.536,26.3
CC1(C)C2OC(=O)C12,4.39,0.2746,28.521,26.3
CC1OCC(CO1)C=O,2.4253,0.2189,32.281,35.53
CC12COC(C1)C(O)C2,2.1929,0.3136,33.034,29.46
c1cnc[nH]1,3.6193,0.2585,13.371,28.68
N=C1OC=NC=CC1=O,3.418,0.1686,26.56,66.95
Cc1ccn(c1)CC#C,1.4082,0.2303,33.393,4.93
CC(C)Oc1ccno1,2.5607,0.2355,32.153,35.260000000000005
c1cncnc1,2.2031,0.2116,15.138,25.78
Cc1cc(cc(=O)[nH]1)F,4.6302,0.1846,29.28,32.86
CNc1ccc(cn1)O,2.809,0.1737,31.595,45.150000000000006
CCC1(CCO1)C1CN1,2.6106,0.3064,34.909,31.17
CN1CC=CCC1C#N,3.3179,0.2479,32.133,27.03
CC12CN(CC1)C2C=O,3.4292,0.2006,31.788,20.310000000000002
N=COC1(COC1)C#C,3.3661,0.2737,31.948,42.31
CC1C(C=O)C2CC12C,2.6714,0.2159,35.236,17.07
CC(C)C1CC(C)(C)O1,1.4297,0.3156,40.664,9.23
CC1CC(C)(C)N1C=O,4.1304,0.2657,37.466,20.310000000000002
CCC(C)C(CO)C#N,3.6006,0.3093,39.197,44.019999999999996
CCC1CC11CCCC1,0.1687,0.3427,36.694,0.0
OC1C(NC1=O)C#C,2.293,0.267,28.447,49.33
Cc1c([nH]c(=O)n1C)O,3.5827,0.2267,34.11,58.019999999999996
C(C1CN1)C1=NON=C1,3.682,0.2179,27.686,60.86
CN=C1OC(C)C11CN1,1.3316,0.2624,33.584,43.53
CC12OC(=O)C1CC=C2,4.3595,0.2575,29.405,26.3
CC1=C(OC=N)ON=C1,1.32,0.2185,29.417,59.11
CCC12OCC1OC2=N,2.8043,0.2666,31.189,42.31
CC12CC1OCCC=C2,1.1015,0.2497,33.201,9.23
[NH3+]CC1=CC(=O)C=N[N-]1,6.7892,0.1874,29.522,71.7
CC12CC3C1C2C3C#C,1.016,0.2984,32.343,0.0
C#CC1C=CC2OC12,2.022,0.2439,25.715,12.53
CC12C3COC1C(=O)C23,4.2202,0.2187,28.893,26.3
CC(C)(O)C1CC2NC12,3.4282,0.301,36.178,42.17
O=C(C#C)C1OCC=C1,3.5225,0.1766,29.863,26.3
CC(=O)CC(O)CO,3.6397,0.2295,33.538,57.53
CCC12OC(C)C1C2O,1.7331,0.2984,35.815,29.46
CCC(O)C1C2CC1C2,1.3884,0.3342,35.578,20.23
COC(C#N)C(C)(C)O,3.7122,0.304,39.326,53.25
C1CC2(C1)CO2,1.8101,0.3343,20.831,12.53
CC1OCC1CC#N,3.4338,0.2883,29.188,33.019999999999996
C(#N)c1c([nH]nc1N)N,4.6414,0.2185,31.272,104.50999999999999
O=C1C2C3OC1C=CC23,2.8674,0.1861,25.226,26.3
OCC1C=CCC1C#N,2.8366,0.2641,32.069,44.019999999999996
C#CC12CC3CC1N23,1.8483,0.2628,25.604,3.01
C1C(=NO)CNC1=O,3.3688,0.2392,26.957,61.690000000000005
Cn1cccc1C=O,4.6893,0.1828,26.521,22.0
CC1=CC2(O)CC1C2=O,2.3599,0.2324,31.959,37.3
CC(O)C1=C(C)CCC1,1.4597,0.2522,38.044,20.23
C1C2NC1C1=NOC=C21,2.8062,0.2351,23.983,38.06
C1N=C2OC3C1C23,3.673,0.1616,19.835,21.59
c1c(nc([nH]1)O)N,1.7543,0.2361,24.196,74.92999999999999
CCC(=O)c1conn1,0.7286,0.2019,29.591,55.99
CN1C(CC#N)CC1=O,2.6405,0.2733,31.9,44.1
CC(C#C)N1C2CCC12,1.3381,0.29,34.343,3.01
O=CC1=NC2CC(C2)O1,3.8398,0.1919,26.966,38.66
CC(O)C1CC1CC=O,3.7958,0.2271,37.186,37.3
Cn1ccnc1CCO,2.507,0.2443,33.158,38.05
O=C1CCC(NC1)C#N,2.462,0.201,30.375,52.89
CCNC(=O)C(C)C#N,1.1177,0.2763,36.081,52.89
CN=C1C(O)C2CN12,3.8198,0.2417,28.676,35.6
COC1(CC1)C(N)C#N,3.8892,0.2892,35.724,59.04
CC1OC2C(O)C2C1C,1.9165,0.3037,34.246,29.46
CC1(CCC2OC12)C#C,1.2922,0.3028,33.285,12.53
CCc1c(nn[nH]1)NC,4.3984,0.2036,33.578,53.6
OC12CC3C4CC1N4C23,2.6317,0.2765,27.6,23.47
CC#CC1CCCO1,1.7284,0.2904,29.903,9.23
N=C1N=COC(C=O)=N1,2.2512,0.1684,25.3,79.84
FC1=CC(=N)NN=C1,1.8814,0.1608,23.576,52.53
CC1(C)CN2C(C#C)C12,1.5086,0.259,35.373,3.01
CC1(C(=O)COC1=O)C,1.5286,0.2113,32.295,43.370000000000005
COC1=NNN=CC1=N,2.7194,0.1731,29.033,74.65
CCC(OC)C(=O)CO,2.6731,0.2223,38.194,46.53
CN1CC2CC(C#N)C12,4.7183,0.2516,31.443,27.03
CCCc1cnon1,3.8791,0.2565,27.074,38.92
C1CNc2c1n[nH]n2,1.8443,0.2085,23.221,53.6
CCC(C)(CO)OC=O,3.8731,0.2791,38.937,46.53
N=C1C2OCC3C2N13,2.996,0.2424,22.671,36.089999999999996
OCC12CC(OC1)C2O,1.9418,0.3078,32.103,49.69
CCC1=NOC=CC1=N,2.225,0.1925,30.723,49.88
NC1=CC=C([O-])C(=[NH2+])N1,5.9511,0.1468,31.707,90.46000000000001
c1c(nno1)OCCO,2.3996,0.2041,29.118,68.38000000000001
CC(C)CCC1CCC1,0.1221,0.3653,40.371,0.0
CC1CNC(=O)CC1O,3.1313,0.2671,34.168,49.33
CC1C=C(C=O)C2CC12,3.512,0.1906,31.617,17.07
OCC1NC1C(O)C#C,3.153,0.2751,35.852,62.400000000000006
O=CC1COC2CC2N1,2.3731,0.1849,30.409,38.33
OC12CC1C1CC2(O)C1,1.9877,0.2974,32.038,40.46
c1c(n(nn1)C=O)C#N,1.7947,0.1966,24.775,71.57
CC(C#C)N1CCC1=O,3.2274,0.2677,33.763,20.310000000000002
C1C2CC(C12)N1CC1,0.8051,0.321,28.08,3.01
CC(C)CN=C(C#N)N,4.9975,0.2165,38.113,62.17
CC1(C)C2CC(O)CN12,1.221,0.2819,35.876,23.240000000000002
CC(CC#C)C1CN1C,0.888,0.278,38.597,3.01
O=C1CC2OC1C21CO1,3.1609,0.2122,26.933,38.83
C(C=O)NC(C#N)C#N,2.3054,0.2224,31.197,76.68
CC1C2CC1(C)C(C)C2,0.0954,0.3571,37.379,0.0
CC1([NH3+])CC1C([O-])=O,14.8691,0.1356,31.127,67.77000000000001
C1C(CC1=O)CCCO,3.5752,0.2228,35.951,37.3
CC12CC3C(NC1=O)C23,3.6434,0.2594,29.951,29.1
