index,selfies,smiles,SA,pred_D,pred_P,pred_EG,pred_r0,vgae_score,reward,img_page,img_tile
129,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1,1.8436858610047382,-0.26978801776557687,-0.24775748718639248,-0.41306389587637443,0.08868753744629854,,-0.26315027259833335,mols/page_0007.png,9
130,CC(CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CNC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,-0.3302525506478651,-0.4723121552099748,-0.3189023929957073,-0.9795274258509742,,-0.4349603801237695,mols/page_0007.png,10
131,CC(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CN(CC(C)([N+](=O)[O-])[N+](=O)[O-])C(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.319426144623208,-0.2664452005079741,-0.4429400337238124,-0.22779885522428525,-1.0021356099441716,,-0.38330110509542314,mols/page_0007.png,11
132,CC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,-0.18482389471211563,-0.32643791188279253,-0.29252391757391566,-0.7344386936502681,,-0.309194585472584,mols/page_0007.png,12
133,O=C(CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.5993737172742675,0.129638185037628,0.024720485746475954,-0.060647858297366096,-0.27593203428522367,,0.010034342484248691,mols/page_0007.png,13
134,O=[N+]([O-])C1([N+](=O)[O-])COC2(OC1)OCC([N+](=O)[O-])([N+](=O)[O-])CO2,O=[N+]([O-])C1([N+](=O)[O-])COC2(OC1)OCC([N+](=O)[O-])([N+](=O)[O-])CO2,2.0724242818454757,0.2820195866208003,0.2733002107825286,-0.08627270137491118,0.5650475968047795,,0.21563350288878882,mols/page_0007.png,14
135,O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(F)(COCOCC(F)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],1.786423335035418,0.7697731558804739,0.6844824416040508,0.4158972028836471,0.32140011644167793,,0.6108796494044606,mols/page_0007.png,15
136,CC(CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.8292669435287097,-0.5686916596846355,-0.8165391729659387,-0.3448774086776497,-1.6322320558442132,,-0.6934463905332378,mols/page_0007.png,16
137,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC(COC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.5993737172742675,0.09296382658418252,0.003289425782443767,-0.08996294745271019,-0.30363296807476553,,-0.01932986663145709,mols/page_0007.png,17
138,O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1825801340811584,0.17504236378871899,0.08392724660159084,0.03592365603709483,-0.31581319919511613,,0.06384259539629099,mols/page_0007.png,18
139,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1cc([N+](=O)[O-])cc([N+](=O)[O-])c1O,1.8880084467297122,-0.16821508163503474,-0.007919605669814521,-0.3998500296574967,0.6400159581078083,,-0.09721207187679985,mols/page_0007.png,19
140,NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],NC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.616601054988479,0.08492063902053112,-0.06276502731801233,-0.06464663241152035,-0.46050165894987966,,-0.051319108536085865,mols/page_0008.png,0
141,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,0.5556144487622627,0.4513050731343921,0.5809185055567121,-0.1972105405418737,,0.4553651513421002,mols/page_0008.png,1
142,C[C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],C[C@@H](CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])[N+](=O)[O-],2.137308431519336,0.6724095769452868,0.3754336140880308,0.763542922362086,-0.7053344679270859,,0.46832571995507255,mols/page_0008.png,2
143,O=C(CCC(CC(CC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC(CC(CC(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.381060192991936,0.46057473667736676,0.378573497228795,0.3102883694929867,-0.08565005633048671,,0.34378029374591484,mols/page_0008.png,3
144,O=[N+]([O-])c1ccc(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,1.7124242818454756,0.0363299815862823,-0.013932976982940435,0.053699169725277086,-0.009632287359805276,,0.020997164155655418,mols/page_0008.png,4
145,O=[N+]([O-])c1ccc(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1ccc(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,1.755885732905358,-0.5795740814595622,-0.6092899564988493,-0.3960151470691857,-0.6076195525583453,,-0.5454036574836325,mols/page_0008.png,5
146,O=C(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1825801340811584,0.3055088682154099,0.229066508127461,-0.0023785995763764807,0.030714192501905144,,0.17812482566972818,mols/page_0008.png,6
147,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OC(=O)CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.137462216552583,0.2680418181960605,0.16575394280730196,0.055280319937715906,-0.1147383633842647,,0.14588706285681424,mols/page_0008.png,7
148,O=[N+]([O-])C1([N+](=O)[O-])CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,O=[N+]([O-])C1([N+](=O)[O-])CN(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,2.1225801340811583,1.1891800569945155,1.0514897427611363,1.3436123495763812,0.24157411194427583,,1.0917204413649442,mols/page_0008.png,8
149,CC(CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(CC(CC(C)([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,0.19265598609552348,-0.050239991945108184,0.34502083482224327,-0.9033761849599028,,0.04827518775947129,mols/page_0008.png,9
150,COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.637308431519336,0.087792869312845,-0.04797084343727612,-0.33475822643446296,-0.2783810603474235,,-0.09519141141504517,mols/page_0008.png,10
151,O=C(NCNC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCNC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.227950530827869,0.6054542435501163,0.580827328910695,0.1911163928611596,0.4159361959816831,,0.4755299017292074,mols/page_0008.png,11
152,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NC(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.137462216552583,1.139777067469935,1.116343821411644,0.8000920759982992,0.6697324403465404,,1.0008213830721993,mols/page_0008.png,12
153,O=C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(OC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.9326028435074594,0.758230812484775,0.8740770821735634,0.5117979262188915,1.0716408829011168,,0.7627174788665747,mols/page_0008.png,13
154,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c1c([N+](=O)[O-])cc([N+](=O)[O-])cc1[N+](=O)[O-],1.9774622165525828,0.30879590638363785,0.38971864499558506,0.08581474413369182,0.6803844792040785,,0.3144862946867796,mols/page_0008.png,14
155,O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0926028435074597,0.4723857624472374,0.3285634317336887,0.3602430439192824,-0.2903518997394561,,0.3249296173825147,mols/page_0008.png,15
156,O=[N+]([O-])c1cc([N+](=O)[O-])c(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,1.8880084467297122,0.2016324913799815,0.1590218800326583,0.24326031775152035,0.06292133424589456,,0.18538514885526053,mols/page_0008.png,16
157,CC(NC(=O)NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(NC(=O)NC(C)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.0926028435074597,0.408231953456441,0.24034261744946092,0.3972825287598629,-0.43989065561040624,,0.27031553557351773,mols/page_0008.png,17
158,O=[N+]([O-])C1([N+](=O)[O-])CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,O=[N+]([O-])C1([N+](=O)[O-])CN(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])C1,2.077462216552583,1.4281848131348052,1.3535030599965385,1.498004883786561,0.6603600176065019,,1.3464528253034338,mols/page_0008.png,18
159,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,0.83120871629047,0.7786751028058502,0.491609266539536,0.4568679930722593,,0.6931146974855296,mols/page_0008.png,19
160,O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,1.016027622397534,0.893650404564179,0.8681509427465722,0.23199474650198137,,0.8639419995452318,mols/page_0009.png,0
161,NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],NC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.596601054988479,0.9461922025002786,0.9546484639598235,0.3677207067336455,0.7874424290001112,,0.7882362296464671,mols/page_0009.png,1
162,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,1.3713247092954972,1.354974301272872,1.0502778636907115,0.7638130010389764,,1.2254067046618613,mols/page_0009.png,2
163,O=[N+]([O-])C(COCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(COCOCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9596423657706594,1.1397660687762554,1.0923893558716162,0.7569702452682947,0.5930044538178211,,0.9751779375320301,mols/page_0009.png,3
164,O=[N+]([O-])C(C/C=C/CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(C/C=C/CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,1.1123149005940804,0.9201238038222198,1.2158589051815472,-0.06934566532139162,,0.9623775161178416,mols/page_0009.png,4
165,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,0.8483509660110086,0.8847028555774966,0.0988790481404612,1.058305935992439,,0.6928840504114613,mols/page_0009.png,5
166,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0926028435074597,0.7227568828843534,0.8044368378077746,0.02407510474252353,0.9970986521329106,,0.600024601750778,mols/page_0009.png,6
167,CC(COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],CC(COC(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,0.2167140572775607,0.1066736716494142,-0.06091653292989606,-0.14922065034003773,,0.07770082327549271,mols/page_0009.png,7
168,O=C(/C=C/C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(/C=C/C(=O)OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.1825801340811584,0.4320127004335584,0.3624696977959598,0.10004688720985809,0.15146342249866573,,0.30010341854286443,mols/page_0009.png,8
169,O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(=O)NCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0926028435074597,1.086818357402955,1.0906989935541263,0.709161833364859,0.7944919505201532,,0.9643357765505021,mols/page_0009.png,9
170,O=[N+]([O-])c1cc([N+](=O)[O-])c(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])c([N+](=O)[O-])c1,1.8436858610047382,0.6876537663851278,0.6999595420824426,0.667903709002504,0.5857981946297982,,0.6762224275731332,mols/page_0009.png,10
171,O=C(NCNC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(NCNC(=O)C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0480084467297126,1.1713150359750357,1.3019533976816473,0.5648907203531373,1.2728920485884465,,1.0690581668428858,mols/page_0009.png,11
172,O=[N+]([O-])C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])CC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.0036858610047386,1.428092109859506,1.4197063620841355,1.1604559569985982,0.8853863283056673,,1.304396769156284,mols/page_0009.png,12
173,O=[N+]([O-])C(CC#CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(CC#CCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],1.9158857329053582,1.453225696159207,1.344310197657658,1.6071808207151108,0.3170506461552111,,1.3454223227473185,mols/page_0009.png,13
174,O=[N+]([O-])C(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.505174135090663,0.9278400964749907,0.9886250020761096,0.2712889032081001,0.9735243272581755,,0.7865061929169221,mols/page_0009.png,14
175,O=[N+]([O-])C(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=[N+]([O-])C(COC(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],3.082434876452602,0.8253385563495047,0.9361534981799118,0.0758540799236977,1.1233508436914341,,0.7010131485263679,mols/page_0009.png,15
176,O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],O=C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])C(OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-])OCC([N+](=O)[O-])([N+](=O)[O-])[N+](=O)[O-],2.5993737172742675,0.8528572879357111,0.9287429906655954,0.25635283259470537,0.8917427754501068,,0.7303854336708645,mols/page_0009.png,16
177,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nn2cnnc2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nn2cnnc2)c([N+](=O)[O-])c1,1.506423335035418,-1.228097913095988,-1.074482329781072,-1.023662373793995,-0.40679451740583833,,-1.0487740137069999,mols/page_0009.png,17
178,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnc([N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2cnc([N+](=O)[O-])[nH]2)c([N+](=O)[O-])c1,1.5724242818454757,-0.7933211231857678,-0.6928967716001331,-0.7610270992122529,0.11604070953500797,,-0.664184128444621,mols/page_0009.png,18
179,O=c1[nH]nc([N+](=O)[O-])[nH]1,O=c1[nH]nc([N+](=O)[O-])[nH]1,1.321790468830701,0.09397177829781456,0.3044090102581452,-0.512100947755352,1.4162164008265647,,0.13780922862549713,mols/page_0009.png,19
180,Cn1nc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],Cn1nc([N+](=O)[O-])c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])c1[N+](=O)[O-],1.7726028435074592,-0.42856830220730946,-0.39990191424228305,-0.35686164066164866,0.02866558220087502,,-0.3563183319905679,mols/page_0010.png,0
181,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2n[nH]c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2n[nH]c(Nc3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])n2)c([N+](=O)[O-])c1,2.025174135090663,-0.7530109108502576,-0.6249670129127567,-0.7516463244174693,0.1703796998030969,,-0.6219175337954748,mols/page_0010.png,1
182,Nc1n[nH]c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n1,Nc1n[nH]c(Nc2c([N+](=O)[O-])cc([N+](=O)[O-])cc2[N+](=O)[O-])n1,1.5292669435287096,-0.989069588326385,-0.8216469930375523,-0.9184381929189067,0.034714676574508496,,-0.8188065343977762,mols/page_0010.png,2
183,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nccn2)c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nccn2)c([N+](=O)[O-])c1,1.4839038473124213,-1.158087299720837,-0.9948608983977247,-1.004609760019187,-0.28846737418459334,,-0.9837880018448665,mols/page_0010.png,3
184,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2[nH]cnc2[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(-c2[nH]cnc2[N+](=O)[O-])c([N+](=O)[O-])c1,1.5724242818454757,-0.8162345446041558,-0.6858631778300793,-0.7782437696647728,0.12711520538827542,,-0.673290465837844,mols/page_0010.png,4
185,Nn1nc([N+](=O)[O-])cc1[N+](=O)[O-],Nn1nc([N+](=O)[O-])cc1[N+](=O)[O-],1.3770246155449357,0.8683984421048996,0.8485306351916668,0.9689169158858801,0.7288139695840793,,0.8736092712240928,mols/page_0010.png,5
186,Cn1c([N+](=O)[O-])nnc1[N+](=O)[O-],Cn1c([N+](=O)[O-])nnc1[N+](=O)[O-],1.3770246155449357,0.3445997967944455,0.22044412709981193,0.3388771415583915,0.032668515299540575,,0.2747293039275514,mols/page_0010.png,6
187,Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-],Cn1nc([N+](=O)[O-])nc1[N+](=O)[O-],1.3770246155449357,0.20962068547523519,0.07281340184068025,0.2223135478173761,-0.17345376322550463,,0.13344427110032997,mols/page_0010.png,7
188,O=[N+]([O-])c1n[nH]c(-c2nc([N+](=O)[O-])n[nH]2)n1,O=[N+]([O-])c1n[nH]c(-c2nc([N+](=O)[O-])n[nH]2)n1,1.317308431519336,0.31897755424698243,0.48123585744997427,0.070279081298701,1.3288890295006448,,0.4064715744961759,mols/page_0010.png,8
189,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(Nc2nn(-c3c([N+](=O)[O-])cc([N+](=O)[O-])cc3[N+](=O)[O-])cc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.1193737172742675,-0.6396010234576002,-0.5141013486406,-0.6358094955574475,0.2835883785543443,,-0.5086842988362674,mols/page_0010.png,9
190,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nc(-c3nc([N+](=O)[O-])n(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])n3)nc2[N+](=O)[O-])c([N+](=O)[O-])c1,O=[N+]([O-])c1cc([N+](=O)[O-])c(-n2nc(-c3nc([N+](=O)[O-])n(-c4c([N+](=O)[O-])cc([N+](=O)[O-])cc4[N+](=O)[O-])n3)nc2[N+](=O)[O-])c([N+](=O)[O-])c1,2.3955077010436936,-0.10043955993976154,0.02466937879810136,-0.1486011860023743,0.8294873084359571,,0.01804540200351601,mols/page_0010.png,10
191,Nc1c([N+](=O)[O-])c(N)c2c(no[n+]2[O-])c1[N+](=O)[O-],Nc1c([N+](=O)[O-])c(N)c2c(no[n+]2[O-])c1[N+](=O)[O-],1.3998833105991515,0.3285574164418609,0.5561771700359179,0.43457098542658784,1.5964781886478112,,0.5501388119868548,mols/page_0010.png,11
